,Unnamed: 0,year,rank,song,artist
1000,1000,1970,1,Raindrops Keep Fallin' On My Head,B.J. Thomas
1001,1001,1970,2,Leaving On A Jet Plane,"Peter, Paul & Mary"
1002,1002,1970,3,Someday We'll Be Together,Diana Ross & The Supremes
1003,1003,1970,4,Down On The Corner/Fortunate Son,Creedence Clearwater Revival
1004,1004,1970,5,Na Na Hey Hey Kiss Him Goodbye,Steam
1005,1005,1970,6,Whole Lotta Love,Led Zeppelin
1006,1006,1970,7,I Want You Back,Jackson 5
1007,1007,1970,8,Venus,The Shocking Blue
1008,1008,1970,9,Holly Holy,Neil Diamond
1009,1009,1970,10,La La La (If I Had You),Bobby Sherman
1010,1010,1970,11,Midnight Cowboy,Ferrante & Teicher
1011,1011,1970,12,Come Together/Something,The Beatles
1012,1012,1970,13,Jam Up Jelly Tight,Tommy Roe
1013,1013,1970,14,Eli's Coming,Three Dog Night
1014,1014,1970,15,Don't Cry Daddy/Rubberneckin',Elvis Presley
1015,1015,1970,16,Take A Letter Maria,R.B. Greaves
1016,1016,1970,17,Jingle Jangle,The Archies
1017,1017,1970,18,Early In The Morning,Vanity Fare
1018,1018,1970,19,Backfield In Motion,Mel And Tim
1019,1019,1970,20,And When I Die,"Blood, Sweat & Tears"
1020,1020,1970,21,These Eyes,Jr. Walker & The All Stars
1021,1021,1970,22,Evil Woman Don't Play Your Games With Me,CROW
1022,1022,1970,23,"Yester-Me, Yester-You, Yesterday",Stevie Wonder
1023,1023,1970,24,Friendship Train,Gladys Knight And The Pips
1024,1024,1970,25,Up On Cripple Creek,The Band
1025,1025,1970,26,Smile A Little Smile For Me,The Flying Machine
1026,1026,1970,27,A Brand New Me,Dusty Springfield
1027,1027,1970,28,She,Tommy James And The Shondells
1028,1028,1970,29,Without Love (There Is Nothing),Tom Jones
1029,1029,1970,30,"Baby, I'm For Real",The Originals
1030,1030,1970,31,Ain't It Funky Now (Part 1),James Brown
1031,1031,1970,32,Wedding Bell Blues,The 5th Dimension
1032,1032,1970,33,Cold Turkey,Plastic Ono Band
1033,1033,1970,34,Cherry Hill Park,Billy Joe Royal
1034,1034,1970,35,Winter World Of Love,Engelbert Humperdinck
